,Spot,Country,Zone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,test
153,last_toilet,Namibia,Namibia2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Take a car,Right and left,NorthWest; West; SouthWest,,Empty,Ordinary,Reef (coral;sharp rocks etc..) with sand,OK,East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),,Don't know,Reef-rocky,Low and mid tide,,,2,1,4,1,5,1,4,4,2,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,16,16,23,22,12,11,15,20,24,23,15,last_toiletNamibia
154,lockjoint,Namibia,Namibia2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Left,West; SouthWest,Rising and falling tides,Empty,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),OK,East; NorthEast,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Sometimes break,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,Low and mid tide,,,2,0,3,3,5,3,5,1,0,2,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,16,17,21,19,16,10,19,18,25,23,12,lockjointNamibia
155,Luderitz_Wedge,Namibia,Namibia3,-26.30445,14.953,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Day trip,Right,West; SouthWest,Rising and falling tides,Empty,Hollow; Powerful; Ledgey,Reef (coral;sharp rocks etc..) with sand,OK,East,Normal (50 to 150m),Pros or kamikaze only...,Long walk (&gt;30 mn),Private access,Very consistent (150 day/year),Totally Epic,Short (&amp;lt; 50m),Empty,4x4,Don't know,Mid and high tide,,,4,3,2,3,5,3,6,4,3,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,16,22,19,13,12,18,19,22,26,16,Luderitz_WedgeNamibia
156,Mowe_Bay,Namibia,Namibia2,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Week-end trip,Left,West; SouthWest,Rising tide,Empty,Hollow; Powerful; Ledgey; Slab,Reef (coral; sharp rocks etc..),OK,NorthEast,Long (150 to 300 m),Pros or kamikaze only...,Instant access (&amp;lt; 5min),Private access,Regular,Regional Classic,Long (150 to 300 m),Empty,4x4,Reef-rocky,Mid and high tide,,,1,3,1,1,3,3,5,1,2,4,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,14,20,19,14,15,15,21,27,24,16,Mowe_BayNamibia
157,oranjemund_mouth,Namibia,Namibia1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,Take a car,Right and left,,Rising and falling tides,Empty,Powerful,Sandy,Easy to find,East,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Normal (50 to 150m),Empty,Don't know,Beach-break,Mid and high tide,,,4,1,1,2,2,1,6,1,1,1,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,14,22,19,13,14,15,18,22,23,12,oranjemund_mouthNamibia
158,ovahimba_point,Namibia,Namibia3,-18.83286667,12.38716667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Surf trip,Left,West; SouthWest,Rising tide,Empty,Hollow; Fast; Powerful; Ledgey,Flat rocks with sand,Hard to find,NorthEast,Exceptional (&gt;500m),Pros or kamikaze only...,Long walk (&gt;30 mn),Private access,Regular,Totally Epic,Long (150 to 300 m),Empty,4x4,Point-break,Mid and high tide,,,2,0,1,2,4,4,6,2,0,3,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,18,23,21,15,14,19,21,26,26,16,ovahimba_pointNamibia
159,pebbles,Namibia,Namibia3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Take a car,Right and left,,,Empty,Ordinary; Powerless,Sandy with rock,OK,,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Sloppy,,Empty,Don't know,Reef-rocky,Mid and high tide,,,2,1,2,1,4,4,4,1,0,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,17,19,19,14,14,19,20,22,21,16,pebblesNamibia
160,pelican_point,Namibia,Namibia3,-22.89183333,14.43535,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Day trip,Left,West; SouthWest,Rising and falling tides,Empty,Hollow; Fast; Ledgey,Sandy,Hard to find,East; NorthEast,Exceptional (&gt;500m),All surfers,Instant access (&amp;lt; 5min),,Very consistent (150 day/year),Regional Classic,Very Long (300 to 500 m),Empty,4x4,Sand-bar,All tides,,,4,2,2,4,5,2,4,4,1,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,17,17,21,19,13,12,17,23,23,22,17,pelican_pointNamibia
161,pipeline,Namibia,Namibia1,,,Starts working at  and holds up to ,In the city,Left,,,Empty,Hollow; Powerful,Sandy with rock,Easy to find,,Short (&amp;lt; 50m),Pros or kamikaze only...,Instant access (&amp;lt; 5min),Public access,Sometimes break,Choss,Short (&amp;lt; 50m),Empty,Don't know,Reef-rocky,,,,4,3,1,4,3,1,4,2,1,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,17,21,22,14,14,15,18,24,22,13,pipelineNamibia
162,point,Namibia,Namibia3,,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,In the city,Left,NorthWest; West,,Empty,Ordinary,Reef (coral; sharp rocks etc..),Easy to find,East; NorthEast,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,All tides,,,1,1,3,2,3,3,4,4,2,1,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,19,21,18,13,14,19,21,23,24,16,pointNamibia
163,spencer_bay,Namibia,Namibia2,-25.73148333,14.83806667,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Week-end trip,Left,West; SouthWest,,Empty,Hollow; Fast,Reef (coral;sharp rocks etc..) with sand,Hard to find,East; NorthEast,Exceptional (&gt;500m),Experienced surfers,Long walk (&gt;30 mn),Private access,Regular,Totally Epic,Long (150 to 300 m),Empty,4x4,Point-break,All tides,,,1,0,2,1,4,2,4,3,3,1,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,18,23,21,14,15,16,22,26,26,12,spencer_bayNamibia
164,stink-piel,Namibia,Namibia3,,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Right,NorthWest,Rising tide,Few surfers,Hollow; Fast,Flat rocks,OK,East,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Private access,Regular,Regional Classic,Short (&amp;lt; 50m),Crowded,Don't know,Point-break,Mid tide,,,1,3,1,3,4,4,5,1,1,2,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,14,24,22,14,13,19,21,24,21,15,stink-pielNamibia
165,thicklip,Namibia,Namibia1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Left,West; SouthWest,Rising tide,Empty,Fast; Powerful,Flat rocks,Easy to find,East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,Mid and high tide,,,4,1,4,3,5,1,4,2,0,3,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,16,22,19,15,12,17,20,26,24,15,thicklipNamibia
166,tiger_reef,Namibia,Namibia1,,,Starts working at  and holds up to ,In the city,Right and left,,,Empty,Fast,Flat rocks with sand,Easy to find,,Normal (50 to 150m),,Short walk (5-15 mn),Public access,Sometimes break,Choss,Normal (50 to 150m),Empty,Don't know,Reef-rocky,,,,1,2,1,3,3,1,3,1,2,1,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,17,21,20,14,10,16,19,24,26,14,tiger_reefNamibia
167,Torra_Bay,Namibia,Namibia2,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Week-end trip,Right and left,West; SouthWest,Falling tide,Empty,Hollow; Powerful,Sandy with rock,OK,North; SouthEast,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Private access,Very consistent (150 day/year),World Class,Normal (50 to 150m),Empty,4x4,Beach-break,All tides,,,3,3,1,1,3,3,4,3,3,3,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,15,22,22,16,10,18,21,25,24,17,Torra_BayNamibia
168,Toscanini_Point,Namibia,Namibia3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Week-end trip,Left,SouthWest; South,Rising and falling tides,Empty,Hollow; Fast; Powerful; Ledgey,Flat rocks,OK,East; NorthEast,Very Long (300 to 500 m),Experienced surfers,Instant access (&amp;lt; 5min),Private access,Regular,World Class,Long (150 to 300 m),Empty,4x4,Point-break,All tides,,,1,2,4,1,5,4,6,1,0,1,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,18,22,17,16,12,14,23,24,22,17,Toscanini_PointNamibia
169,vineta_point,Namibia,Namibia1,-22.64463333,14.52545,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,In the city,Right and left,,Rising tide,Empty,Hollow; Fast; Fun,Flat rocks,Easy to find,SouthEast; East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,Mid and high tide,,,4,1,3,2,4,2,6,3,1,4,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,19,17,24,22,12,13,17,18,24,25,15,vineta_pointNamibia
170,wreck,Namibia,Namibia2,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,In the city,Right and left,West; SouthWest,Rising and falling tides,Empty,Ordinary; Fun,Flat rocks,OK,SouthEast; East; NorthEast,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-rocky,Mid and high tide,,,4,2,4,1,5,4,5,2,0,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,14,24,19,14,12,18,19,22,21,16,wreckNamibia
171,wreck_north,Namibia,Namibia2,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,In the city,Left,,,Empty,Fast; Powerful,Sandy with rock,OK,,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),Public access,Sometimes break,Normal,Normal (50 to 150m),Empty,Don't know,Reef-rocky,,,,3,2,3,2,4,3,4,3,2,1,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,18,16,24,22,16,13,14,19,26,26,12,wreck_northNamibia
172,ilado_beach,Nigeria,Nigeria1,,,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Day trip,Right and left,SouthWest; South,Rising and falling tides,Empty,Hollow; Fast; Powerless,Sandy,Hard to find,East; NorthEast,Short (&amp;lt; 50m),Experienced surfers,,Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,By boat only,Sand-bar,Mid and high tide,,,1,1,3,4,3,1,5,2,2,1,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,17,18,22,20,15,14,17,23,23,24,13,ilado_beachNigeria
173,Lighthouse_beach,Nigeria,Nigeria3,6.3944666670000005,3.394783333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Day trip,Right and left,SouthWest; South,Rising tide,Empty,Powerful,Sandy,OK,North; NorthWest; NorthEast,Normal (50 to 150m),Experienced surfers,Long walk (&gt;30 mn),Public access,Regular,Normal,Short (&amp;lt; 50m),Empty,By boat only,Sand-bar,All tides,,,2,3,3,4,3,4,4,4,2,1,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,19,20,19,16,15,18,18,27,24,12,Lighthouse_beachNigeria
174,shipwreck,Nigeria,Nigeria2,6.400683333,3.13795,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Surf trip,Right,South,,Empty,Fun; Powerless,Sandy,Hard to find,,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Empty,By boat only,Reef-artificial,All tides,,,1,1,3,4,4,4,4,2,2,4,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,17,19,18,17,11,15,20,26,22,14,shipwreckNigeria
175,tarqua_bay,Nigeria,Nigeria2,6.402133332999999,3.394783333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Day trip,Right,South,Rising tide,Empty,Hollow; Fun; Powerless,Sandy,Easy to find,NorthWest,Short (&amp;lt; 50m),All surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Regional Classic,Short (&amp;lt; 50m),Few surfers,By boat only,Breakwater/jetty,High tide only,,,1,0,2,1,4,2,6,2,0,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,19,19,22,18,13,13,14,22,23,23,16,tarqua_bayNigeria
176,aigrettes_left,Reunion,Reunion2,-21.037,55.21676667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,,Left,West,,,,,OK,SouthEast,,All surfers,,Public access,Very consistent (150 day/year),Normal,,,Don't know,Reef-coral,,,,4,1,1,2,4,3,4,1,1,3,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,15,16,24,18,16,10,19,20,22,22,17,aigrettes_leftReunion
177,Aigrettes_Right,Reunion,Reunion3,-21.03446667,55.21806667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Take a car,Right and left,West; SouthWest; South,Rising and falling tides,Empty,Hollow; Fast,Reef (coral; sharp rocks etc..),OK,North; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-coral,All tides,,,2,0,4,3,2,2,3,2,0,2,5,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,15,23,20,17,15,14,23,25,26,14,Aigrettes_RightReunion
178,black_rocks_jetty,Reunion,Reunion1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to ,In the city,Left,North,,Few surfers,Hollow,Reef (coral; sharp rocks etc..),Easy to find,North,,Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Few surfers,Don't know,Reef-rocky,Mid and high tide,,,3,0,3,2,3,2,5,3,3,2,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,14,20,17,16,11,18,19,26,21,14,black_rocks_jettyReunion
179,black_rocks_right,Reunion,Reunion3,-21.05348333,55.22251667,Starts working at  and holds up to ,In the city,,NorthWest; West,,,Ordinary; Fun; Powerless,,Easy to find,SouthEast; NorthEast,,,,,Don't know,Normal,,,Don't know,,,,,3,3,2,3,3,4,4,2,3,1,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,16,19,22,20,17,11,14,18,23,22,16,black_rocks_rightReunion
180,Boucan_left,Reunion,Reunion3,-21.02835,55.22458333,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,In the city,Right and left,,Don't know,Few surfers,Fun,Reef (coral; sharp rocks etc..),Easy to find,,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Normal (50 to 150m),Ultra crowded,Don't know,Reef-coral,All tides,,,4,2,1,2,2,1,6,2,1,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,14,21,18,15,13,19,20,27,21,12,Boucan_leftReunion
181,Boucan_right,Reunion,Reunion2,-21.02695,55.22511667,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,,Right,,,Empty,Hollow,,Easy to find,South; SouthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Crowded,Don't know,Reef-coral,,,,1,1,3,3,5,4,6,1,3,3,3,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,18,17,19,17,15,15,16,22,22,23,13,Boucan_rightReunion
182,bourbier,Reunion,Reunion1,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,In the city,Right,North; East; NorthEast,,Empty,Fast; Powerful,Boulders,Easy to find,NorthWest; West,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Normal,Normal (50 to 150m),Empty,Paddle &gt; 20mn or Boat,Point-break,Mid and high tide,,,2,1,3,1,4,2,4,1,1,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,18,19,18,15,14,18,23,25,21,17,bourbierReunion
183,butor,Reunion,Reunion2,-21.03886667,55.7226,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Right and left,SouthWest; South; SouthEast,,Few surfers,Fun,Boulders,Easy to find,SouthEast; East,Normal (50 to 150m),All surfers,Instant access (&amp;lt; 5min),Public access,Regular,Normal,Short (&amp;lt; 50m),Few surfers,Don't know,Reef-rocky,All tides,,,3,1,1,1,4,2,4,3,3,3,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,17,20,20,17,13,19,23,25,22,15,butorReunion
184,Cahera,Reunion,Reunion3,-21.04875,55.21828333,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,In the city,Right,North,Don't know,Empty,Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,SouthEast; NorthEast,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Rarely break (5day/year),World Class,Short (&amp;lt; 50m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,Mid tide,,,3,0,1,2,2,3,3,1,1,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,17,18,22,17,16,15,19,19,25,23,12,CaheraReunion
185,cap_requin,Reunion,Reunion3,,,Starts working at  and holds up to ,Take a car,Left,West; SouthWest,,Empty,Hollow; Powerful,Reef (coral; sharp rocks etc..),OK,West,Long (150 to 300 m),Experienced surfers,Short walk (5-15 mn),,Regular,Regional Classic,Normal (50 to 150m),Few surfers,Don't know,Reef-coral,,,,3,1,4,2,5,3,3,1,0,4,2,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,17,21,17,12,12,14,18,23,21,14,cap_requinReunion
186,derriere,Reunion,Reunion2,-21.02608333,55.22601667,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,In the city,Left,,Rising tide,Empty,Fast; Fun,Reef (coral; sharp rocks etc..),OK,West; SouthWest,Short (&amp;lt; 50m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Don't know,Normal,Short (&amp;lt; 50m),Empty,Don't know,Reef-coral,All tides,,,3,2,4,2,3,1,3,2,3,1,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,18,21,18,13,13,14,23,24,25,13,derriereReunion
187,etang_sale,Reunion,Reunion2,-21.26381667,55.32843333,Starts working at Less than 1m / 3ft and holds up to Don't know,In the city,Left,,Don't know,Few surfers,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,,Long (150 to 300 m),All surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Crowded,Don't know,Reef-coral,All tides,,,3,3,4,3,5,1,4,1,3,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,20,14,23,20,15,13,16,18,22,23,13,etang_saleReunion
188,etang_sale_bridge_-_le_tournant,Reunion,Reunion3,-21.25813333,55.32821667,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Take a car,Right and left,SouthWest; South,Rising tide,Few surfers,Hollow; Fast; Powerful; Ledgey,Sandy with rock,OK,,Normal (50 to 150m),All surfers,Short walk (5-15 mn),Public access,Very consistent (150 day/year),Normal,Short (&amp;lt; 50m),Crowded,Paddle &gt; 20mn or Boat,Beach-break,All tides,,,1,2,3,3,3,4,4,3,1,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,9,18,18,22,21,16,14,15,22,23,23,13,etang_sale_bridge_-_le_tournantReunion
189,Hermitage_left,Reunion,Reunion1,-21.08588333,55.2231,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to Don't know,Take a car,Left,Don't know,Don't know,Few surfers,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,Don't know,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Crowded,Don't know,Reef-coral,All tides,,,4,1,4,1,3,3,4,1,3,2,4,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,15,14,23,17,16,14,18,18,26,21,17,Hermitage_leftReunion
190,Hermitage_right,Reunion,Reunion1,-21.08551667,55.22235,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,Right,West; SouthWest,,Few surfers,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,North; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Few surfers,Paddle &gt; 20mn or Boat,Reef-coral,,,,3,2,2,4,3,1,5,1,1,2,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,19,21,20,15,15,19,19,25,25,12,Hermitage_rightReunion
191,kelonia___la_ferme_corail,Reunion,Reunion1,-21.15433333,55.27823333,Starts working at 2m-2.5m / 6ft-8ft and holds up to 4m+ / 12ft,Take a car,Right,South; SouthEast; East; NorthEast,,Empty,Hollow; Fast; Powerful; Slab,Reef (coral; sharp rocks etc..),Easy to find,East; NorthEast,Normal (50 to 150m),Pros or kamikaze only...,Instant access (&amp;lt; 5min),,Sometimes break,World Class,Short (&amp;lt; 50m),Empty,Paddle &gt; 20mn or Boat,Reef-coral,,,,2,3,2,4,5,1,4,3,0,3,4,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,15,22,17,16,14,14,21,22,21,13,kelonia___la_ferme_corailReunion
192,La_Cafrine,Reunion,Reunion1,,,Starts working at  and holds up to ,In the city,Right and left,SouthWest; South,,Few surfers,Fun; Powerless,,OK,East,,All surfers,Instant access (&amp;lt; 5min),,Don't know,Sloppy,Short (&amp;lt; 50m),Crowded,Don't know,Reef-coral,,,,1,0,4,2,2,3,5,4,0,3,4,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,19,19,18,15,11,19,21,27,23,15,La_CafrineReunion
193,la_gare,Reunion,Reunion3,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,In the city,Right,,,Empty,Powerful,Boulders,Easy to find,,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Very consistent (150 day/year),Regional Classic,Normal (50 to 150m),Few surfers,Don't know,Rivermouth,,,,1,3,3,2,5,1,5,1,1,4,5,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,17,19,22,19,16,11,15,23,27,24,17,la_gareReunion
194,Turtle_reef,Reunion,Reunion2,-21.15523333,55.28126667,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Take a car,Left,SouthWest; South,,Crowded,Hollow; Fast; Powerful,Reef (coral; sharp rocks etc..),Easy to find,SouthEast; East; NorthEast,Normal (50 to 150m),Experienced surfers,Instant access (&amp;lt; 5min),,Very consistent (150 day/year),Regional Classic,Short (&amp;lt; 50m),Ultra crowded,Don't know,Reef-coral,All tides,,,1,2,1,2,5,1,3,4,2,2,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,16,21,19,13,14,17,22,25,24,14,Turtle_reefReunion
195,Le_Brisant,Reunion,Reunion3,,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,In the city,Left,SouthWest; South,Rising and falling tides,Few surfers,Hollow; Fast,Reef (coral; sharp rocks etc..),Easy to find,South,Long (150 to 300 m),Experienced surfers,Instant access (&amp;lt; 5min),Public access,Regular,Regional Classic,Normal (50 to 150m),Crowded,Don't know,Reef-coral,Low and mid tide,,,2,3,1,4,2,1,3,4,3,1,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,18,18,19,17,16,10,18,21,24,25,16,Le_BrisantReunion
